ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
100135,TALLAHASSEE MEMORIAL HEALTHCARE,FL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.tmh.org/sites/default/files/price-transparency/cms-hpt.txt,206,2026-09-09T10:07:06.610Z,,https://www.tmh.org/sites/default/files/price-transparency/591917016_tallahassee-memorial-hospital_standardcharges.csv,206,https://www.tmh.org/sites/default/files/price-transparency/591917016_tallahassee-memorial-hospital_standardcharges.csv,corroborated,file-name-and-address,Tallahassee Memorial Hospital ,Tallahassee Memorial Hospital ,FL,2025-05-15,2.0.0,date-over-365-days,2026-09-09T10:07:12.254Z,d5db55c10b6e2220dc195af8baa3b4c380977d32db9793173523c44ba56ad8c6,2b980227f8fb906fc00f9338c1c98732992810310e513f5b8c0459ce515bdf5f,,Same declared date 2025-05-15 observed again after the earlier check (2026-09-09T01:48:00.044Z).
100183,CORAL GABLES HOSPITAL,FL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://coralgableshospital.org/cms-hpt.txt,200,2026-09-09T10:07:06.686Z,,https://coralgableshospital.org/pricetransparency/995038459_CoralGablesHospital_standardcharges.csv,206,https://coralgableshospital.org/pricetransparency/995038459_CoralGablesHospital_standardcharges.csv,corroborated,file-name-and-address,HSA CGH LLC,Coral Gables Hospital,FL,2025-02-21,2.0.0,date-over-365-days,2026-09-09T10:07:07.016Z,095ced637d223064efaeb234a43bb7ae801ce0ac838b122fca2aa926f6b4ff80,1ac0194571dfea0ec143b1954fabcb80d836f34f59e500099f95cfa668dddf45,,Same declared date 2025-02-21 observed again after the earlier check (2026-09-09T01:47:54.698Z).
100187,PALMETTO GENERAL HOSPITAL,FL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://palmettogeneral.org/cms-hpt.txt,200,2026-09-09T10:07:06.886Z,,https://palmettogeneral.org/pricetransparency/995002378_PalmettoGeneralHospital_standardcharges.csv,206,https://palmettogeneral.org/pricetransparency/995002378_PalmettoGeneralHospital_standardcharges.csv,corroborated,file-name-and-address,HSA PGH LLC,Palmetto General Hospital,FL,2025-02-20,2.0.0,date-over-365-days,2026-09-09T10:07:07.578Z,d5d7a37b93a0b852af6c2e7d9cec4424eaa32da7bf7f77f97ef48b60be5184e7,a5c6d2a3e47b4d500c3a52dd7f6eabeddd687be634d2a19ae4633362888674ab,,Same declared date 2025-02-20 observed again after the earlier check (2026-09-09T01:47:59.720Z).
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,FL,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.tgh.org/cms-hpt.txt,200,2026-09-09T10:07:06.477Z,,https://www.tghnorth.org/-/media/files/tgh-north-files/93-3085834_tampa-general-hospital-crystal-river_standardcharges_excel.csv?rev=707784c8944a446c94601457bea65319&hash=A8E4902F0337A7A83FB17BF07844A443,404,,,,,,,,,,2026-09-09T10:07:07.100Z,b3fd16fb7d5520056fb83359205088cddc06ebcdee9c07e7272c8dfe9ef06af4,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
100253,JUPITER MEDICAL CENTER,FL,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://www.jupitermed.com/cms-hpt.txt,206,2026-09-09T10:07:07.228Z,,https://www.jupitermed.com/documents/content/59-1460239_jupiter-medical-center_standardcharges.csv,206,https://www.jupitermed.com/documents/content/59-1460239_jupiter-medical-center_standardcharges.csv,corroborated,file-name-and-address,Jupiter Medical Center,Jupiter Medical Center,FL,2025-10-01,2.2.0,date-within-365-days-older-version,2026-09-09T10:07:07.780Z,2bff1fd0440516ef609069e00732392b47d585f848c6640eda16d54ade9f7643,9d74e4de966d1a45254fb5ce1c30d4c23ff2c86f90cf43a318a8d3abf34d14cc,,Declared version 2.2.0 with a current date; publisher has not adopted the current CMS dictionary.
104084,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-NORTH,FL,publisher-template-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://nbhospitals.com/cms-hpt.txt,403,2026-09-09T10:07:07.876Z,,https://nbhospitals.com/standard-services/Pricing-guidelinesNeuro.csv,403,,,,,,,,,,2026-09-09T10:07:08.003Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
104085,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-SOUTH,FL,publisher-template-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://nbhospitals.com/cms-hpt.txt,403,2026-09-09T10:07:07.876Z,,https://nbhospitals.com/standard-services/Pricing-guidelinesNeuro.csv,403,,,,,,,,,,2026-09-09T10:07:08.003Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
110006,ST MARY'S HOSPITAL,GA,file-access-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.stmaryshealthcaresystem.org/sites/default/files/cms-hpt.txt,200,2026-09-09T10:07:09.776Z,,https://trinityhealth.pt.panaceainc.com/MRFDownload/trinityhealth/stmaryshealthcaresystem,200,https://mrf.panaceainc.com/Download.aspx?org=trinityhealth&loc=stmaryshealthcaresystem&ref=,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,St. Mary's Health Care System,St. Mary's Health Care System,GA,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:07:11.241Z,4ac6997ce30db7f118a79143acccc6cec88c6cea27410de1f4863874541661be,5552bec506b3019f04a54a5257f90201092319dde9dc70aeaaef20d8d93e2a26,renamed-facility-pointer-label-and-roster-address,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T02:23:39.720Z).
110024,CANDLER HOSPITAL,GA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.sjchs.org/cms-hpt.txt,206,2026-09-09T10:07:09.000Z,,https://www.sjchs.org/docs/default-source/default-document-library/580593388_candler-hospital_standardcharges293f9cd3-a627-4d74-aabc-b691b192010e.json,206,https://www.sjchs.org/docs/default-source/default-document-library/580593388_candler-hospital_standardcharges293f9cd3-a627-4d74-aabc-b691b192010e.json,corroborated,file-name-and-address,Candler Hospital,Candler Hospital,GA,2025-07-01,2.2.0,date-over-365-days,2026-09-09T10:07:12.214Z,1ae685cefe2766048ce03d31d451ea1f32a8f18101b066dc96c3393f57eb9662,29e3b0b8045f5567cc1507b4fd9b5e8e191c0167741f59cd76844179266737e3,,Same declared date 2025-07-01 observed again after the earlier check (2026-09-09T01:48:00.077Z).
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,GA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.sghs.org/cms-hpt.txt,206,2026-09-09T10:07:09.803Z,,https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/3973089e73b74845a679c5863cedd135/581911751_southeast-georgia-health-system-brunswick-campus_standardcharg.csv,206,https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/3973089e73b74845a679c5863cedd135/581911751_southeast-georgia-health-system-brunswick-campus_standardcharg.csv,corroborated,file-name-and-address,Southeast Georgia Health System - Brunswick Campus,Southeast Georgia Health System | Brunswick Campus,GA,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:07:11.498Z,b3546d0f4a79ef3bd0cb2997a081fe11f949e22405741dabf86b67f9e0fa6d92,a2566268163dfcd22a2532eb48cd09243b2e1dad1609cbc6c3c9b29e8f854b4f,,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T01:48:01.189Z).
110146,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,GA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.sghs.org/cms-hpt.txt,206,2026-09-09T10:07:09.803Z,,https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/2b7af40f710742bdb73b6db38189c1a2/581911751_southeast-georgia-health-system-camden-campus_standardcharges.csv,206,https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/2b7af40f710742bdb73b6db38189c1a2/581911751_southeast-georgia-health-system-camden-campus_standardcharges.csv,corroborated,file-name-and-address,Southeast Georgia Health System - Camden Campus,Southeast Georgia Health System | Camden Campus,GA,2025-01-28,2.0.0,date-over-365-days,2026-09-09T10:07:25.916Z,b3546d0f4a79ef3bd0cb2997a081fe11f949e22405741dabf86b67f9e0fa6d92,f637fe8e76ced9716c78ee72d38e3bdf27f91278f45ae7627194b4960875c537,,Same declared date 2025-01-28 observed again after the earlier check (2026-09-09T01:48:01.109Z).
111329,ST MARYS GOOD SAMARITAN HOSPITAL,GA,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.stmaryshealthcaresystem.org/sites/default/files/cms-hpt.txt,200,2026-09-09T10:07:09.776Z,,https://trinityhealth.pt.panaceainc.com/MRFDownload/trinityhealth/stmarys-goodsamaritanhospital,200,https://mrf.panaceainc.com/Download.aspx?org=trinityhealth&loc=stmarys-goodsamaritanhospital&ref=,corroborated,file-name-and-address,St Marys Good Samaritan Hospital,St Marys Good Samaritan Hospital,GA,2025-01-01,2.0.0,date-over-365-days,2026-09-09T10:07:26.266Z,4ac6997ce30db7f118a79143acccc6cec88c6cea27410de1f4863874541661be,4fe0f4f125957fe1c431cd82b29799a877a0527bf6a48d210ca6aa2547f41139,,Same declared date 2025-01-01 observed again after the earlier check (2026-09-09T02:23:33.619Z).
130063,TREASURE VALLEY HOSPITAL,ID,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://treasurevalleyhospital.com/cms-hpt.txt,206,2026-09-09T10:07:21.009Z,,https://cdn.sanity.io/files/rlbzokv7/production/063a7fda12ee958c90577c83cec3c34abe54407c.csv,206,https://cdn.sanity.io/files/rlbzokv7/production/063a7fda12ee958c90577c83cec3c34abe54407c.csv,corroborated,file-name-and-address,Treasure Valley Hospital Limited Partnership,Treasure Valley Hospital,ID,2024-07-01,2.0.0,date-over-365-days,2026-09-09T10:07:26.785Z,ebeb30639473b5b39f69de409f1a03d3b484d594d27ef5460e0fbe929f0ad7c7,3768c0a188c1eec891f7e7bac195cf6da9324b2c86460e95f55b0385957c4731,,Same declared date 2024-07-01 observed again after the earlier check (2026-09-09T01:48:03.989Z).
140049,WEST SUBURBAN MEDICAL CENTER,IL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.westsuburbanmc.com/8454_West%20Suburban%20Medical%20Center_2025-04-01.txt,200,2026-09-09T10:07:26.738Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/12712/611899386_resilience-healthcare-west-suburban-medical-center-llc_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/12712/611899386_resilience-healthcare-west-suburban-medical-center-llc_standardcharges.csv,corroborated,file-name-and-address,Resilience Healthcare West Suburban Medical Center LLC,West Suburban Medical Center,IL,2025-03-17,2.0.0,date-over-365-days,2026-09-09T10:07:26.635Z,190fec914afd7461786992b159f6bf45a9ea187cdf694edefd7c81da8555b7e0,e2715e84451d6e3b3771bb4993429d2ecf1a3d9efe736b2e000490fb866eb8a7,,Same declared date 2025-03-17 observed again after the earlier check (2026-09-09T02:25:44.926Z).
140082,LOUIS A WEISS MEMORIAL HOSPITAL,IL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.weisshospital.com/8453_Weiss%20Memorial%20Hospital_2025-04-01.txt,200,2026-09-09T10:07:26.150Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/12711/352637418_resilience-healthcare-weiss-memorial-hospital-llc_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/12711/352637418_resilience-healthcare-weiss-memorial-hospital-llc_standardcharges.csv,corroborated,file-name-and-address,Resilience Healthcare Weiss Memorial Hospital LLC,Louis A. Weiss Memorial Hospital,IL,2025-03-17,2.0.0,date-over-365-days,2026-09-09T10:37:17.663Z,44c7588b9c8380e9984a89ea4232a177cf1ed65ff5fab06a80ae47356ba4e0ad,9eb46ebf599bc38f6ee9b33ed763e63dcc12cce09d4096ba7582a7d4c632b0a3,,Same declared date 2025-03-17 observed again after the earlier check (2026-09-09T01:48:06.392Z).
140084,VISTA MEDICAL CENTER EAST,IL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://vistahealth.com/cms-hpt.txt,200,2026-09-09T10:07:26.125Z,,https://vistahealth.com//wp-content/uploads/2025/06/203978521_VISTA-MEDICAL-CENTER_standardcharges.csv,206,https://vistahealth.com//wp-content/uploads/2025/06/203978521_VISTA-MEDICAL-CENTER_standardcharges.csv,corroborated,file-name-and-address,Vista Medical Center East,Vista Medical Center East,IL,2025-03-31,2.0.0,date-over-365-days,2026-09-09T10:37:18.008Z,b4fc6f9d455378bb7ece3d488741c94bd9438278e91cf1d5b294a40707b4d22d,104eef04cdf8e415fc9a066bf398f62bf3927d6bed742b05a715f0041bd81b22,,Same declared date 2025-03-31 observed again after the earlier check (2026-09-09T02:25:44.828Z).
140114,SWEDISH HOSPITAL,IL,identity-or-format-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",,,,,https://www.endeavorhealth.org/362179813_1831151257_swedish-covenant-health_standardcharges.json,403,,,,,,,,,,2026-09-09T10:37:17.328Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
141302,MIDWEST MEDICAL CENTER,IL,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.midwestmedicalcenter.org/cms-hpt.txt,206,2026-09-09T10:07:27.159Z,,https://www.midwestmedicalcenter.org/content/pdfs/204560540_midwest-medical-center_standardcharges.csv,206,https://www.midwestmedicalcenter.org/content/pdfs/204560540_midwest-medical-center_standardcharges.csv,corroborated,file-name-and-address,Midwest Medical Center,Midwest Medical Center,IL,2025-01-02,2.0.0,date-over-365-days,2026-09-09T10:37:31.993Z,ad41e284363ed78d159d9be04dc5ed41ed1065d1f687eb9255c9d1e867103195,b63c1b8cc17012021f69be65c8d39b2a795542640b10f4b41ee7cdcade06f33d,,Same declared date 2025-01-02 observed again after the earlier check (2026-09-09T01:48:06.716Z).
141317,GIBSON COMMUNITY HOSPITAL,IL,identity-or-format-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://gibsonhospital.org/cms-hpt.txt,206,2026-09-09T10:37:29.494Z,,https://www.gibsonhospital.org/file/2582/370647938_gibson-area-hospital_standardcharges.csv,206,https://www.gibsonhospital.org/file/2582/370647938_gibson-area-hospital_standardcharges.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Gibson Area Hospital & Health Services,Gibson Area Hospital & Health Services,IL,2026-01-27,2.0.0,date-within-365-days-older-version,2026-09-09T10:37:30.725Z,fdcf26748cafa4b8409d7d5fdf3bf55234f8f5997d3261bc8cc2dcd61c8b16ab,d307d84ef09a2b2ce774811763b82e2f9ae37cddaf5148f70d8814f5c0255e82,renamed-facility-pointer-label-and-roster-address,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
150011,MARION GENERAL HOSPITAL,IN,identity-or-format-review,publisher-issue,declared-file-format-unsupported,Extend the parser for the declared format or request a CSV/JSON export from the publisher; file URL and bytes are retained,https://www.marionhealth.com/cms-hpt.txt,206,2026-09-09T10:37:32.156Z,,https://www.marionhealth.com/documents/35-0868130_Marion-General-Hospital_Standard-Charges.csv,206,,,,,,,,,,2026-09-09T11:23:38.330Z,377b33c430eaba009f7a01f7fd86126179518db4dfdf1e8d0b2ba7fef724d426,,,"Complete bounded read (14.8 MB) could not extract header metadata: the declared file is an archive/format the parser does not read (e.g. XLSX), so identity and metadata stay unverified."
150065,SCHNECK MEDICAL CENTER,IN,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.schneckmed.org/cms-hpt.txt,206,2026-09-09T10:07:27.709Z,,https://d188lfxfyq6i9j.cloudfront.net/general-uploads/PDF-Assets/35-1163135_Jackson-County-Schneck-Memorial-Hospital_standardcharges.csv,206,https://d188lfxfyq6i9j.cloudfront.net/general-uploads/PDF-Assets/35-1163135_Jackson-County-Schneck-Memorial-Hospital_standardcharges.csv,corroborated,exact-pointer-name-and-file-address,Jackson County Schneck Memorial Hospital,Schneck Medical Center Hospital|Schneck Medical Center Physician Practices,IN,2024-01-24,2.0.0,date-over-365-days,2026-09-09T10:07:27.789Z,5b29b925fdca32ff52cd19da7953102a4f0f152c0520e8d402a24f47023e3bca,96f83aa8cb59efd6a4b0b0d5ac18b392e81d6f17a6981f72771b057f573156cd,,Same declared date 2024-01-24 observed again after the earlier check (2026-09-09T01:48:19.133Z).
