ccn,hospital_name,state,issue,subject,body,contact,send_status
104085,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-SOUTH,FL,automated-file-access-denied,Price transparency file: NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-SOUTH (CCN 104085),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://nbhospitals.com/standard-services/Pricing-guidelinesNeuro.csv is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://nbhospitals.com/cms-hpt.txt (HTTP 403); file https://nbhospitals.com/standard-services/Pricing-guidelinesNeuro.csv (HTTP 403); checked 2026-09-09T10:07:08.003Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
110006,ST MARY'S HOSPITAL,GA,declared-update-date-over-365-days,Price transparency file: ST MARY'S HOSPITAL (CCN 110006),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://trinityhealth.pt.panaceainc.com/MRFDownload/trinityhealth/stmaryshealthcaresystem declares last_updated_on 2025-01-01, more than 365 days before our check on 2026-09-09T10:07:11.241Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.stmaryshealthcaresystem.org/sites/default/files/cms-hpt.txt (HTTP 200); file https://trinityhealth.pt.panaceainc.com/MRFDownload/trinityhealth/stmaryshealthcaresystem (HTTP 200); checked 2026-09-09T10:07:11.241Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
110024,CANDLER HOSPITAL,GA,declared-update-date-over-365-days,Price transparency file: CANDLER HOSPITAL (CCN 110024),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.sjchs.org/docs/default-source/default-document-library/580593388_candler-hospital_standardcharges293f9cd3-a627-4d74-aabc-b691b192010e.json declares last_updated_on 2025-07-01, more than 365 days before our check on 2026-09-09T10:07:12.214Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.sjchs.org/cms-hpt.txt (HTTP 206); file https://www.sjchs.org/docs/default-source/default-document-library/580593388_candler-hospital_standardcharges293f9cd3-a627-4d74-aabc-b691b192010e.json (HTTP 206); checked 2026-09-09T10:07:12.214Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,GA,declared-update-date-over-365-days,Price transparency file: SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS (CCN 110025),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/3973089e73b74845a679c5863cedd135/581911751_southeast-georgia-health-system-brunswick-campus_standardcharg.csv declares last_updated_on 2025-01-01, more than 365 days before our check on 2026-09-09T10:07:11.498Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.sghs.org/cms-hpt.txt (HTTP 206); file https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/3973089e73b74845a679c5863cedd135/581911751_southeast-georgia-health-system-brunswick-campus_standardcharg.csv (HTTP 206); checked 2026-09-09T10:07:11.498Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
110146,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,GA,declared-update-date-over-365-days,Price transparency file: SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS (CCN 110146),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/2b7af40f710742bdb73b6db38189c1a2/581911751_southeast-georgia-health-system-camden-campus_standardcharges.csv declares last_updated_on 2025-01-28, more than 365 days before our check on 2026-09-09T10:07:25.916Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.sghs.org/cms-hpt.txt (HTTP 206); file https://res.cloudinary.com/dpmykpsih/raw/upload/southeast-georgia-site-441/media/r/2b7af40f710742bdb73b6db38189c1a2/581911751_southeast-georgia-health-system-camden-campus_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:25.916Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
111329,ST MARYS GOOD SAMARITAN HOSPITAL,GA,declared-update-date-over-365-days,Price transparency file: ST MARYS GOOD SAMARITAN HOSPITAL (CCN 111329),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://trinityhealth.pt.panaceainc.com/MRFDownload/trinityhealth/stmarys-goodsamaritanhospital declares last_updated_on 2025-01-01, more than 365 days before our check on 2026-09-09T10:07:26.266Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.stmaryshealthcaresystem.org/sites/default/files/cms-hpt.txt (HTTP 200); file https://trinityhealth.pt.panaceainc.com/MRFDownload/trinityhealth/stmarys-goodsamaritanhospital (HTTP 200); checked 2026-09-09T10:07:26.266Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
130063,TREASURE VALLEY HOSPITAL,ID,declared-update-date-over-365-days,Price transparency file: TREASURE VALLEY HOSPITAL (CCN 130063),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://cdn.sanity.io/files/rlbzokv7/production/063a7fda12ee958c90577c83cec3c34abe54407c.csv declares last_updated_on 2024-07-01, more than 365 days before our check on 2026-09-09T10:07:26.785Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://treasurevalleyhospital.com/cms-hpt.txt (HTTP 206); file https://cdn.sanity.io/files/rlbzokv7/production/063a7fda12ee958c90577c83cec3c34abe54407c.csv (HTTP 206); checked 2026-09-09T10:07:26.785Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
140049,WEST SUBURBAN MEDICAL CENTER,IL,declared-update-date-over-365-days,Price transparency file: WEST SUBURBAN MEDICAL CENTER (CCN 140049),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://sthpiprd.blob.core.windows.net/machine-readable-files/12712/611899386_resilience-healthcare-west-suburban-medical-center-llc_standardcharges.csv declares last_updated_on 2025-03-17, more than 365 days before our check on 2026-09-09T10:07:26.635Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.westsuburbanmc.com/8454_West%20Suburban%20Medical%20Center_2025-04-01.txt (HTTP 200); file https://sthpiprd.blob.core.windows.net/machine-readable-files/12712/611899386_resilience-healthcare-west-suburban-medical-center-llc_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:26.635Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
140082,LOUIS A WEISS MEMORIAL HOSPITAL,IL,declared-update-date-over-365-days,Price transparency file: LOUIS A WEISS MEMORIAL HOSPITAL (CCN 140082),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://sthpiprd.blob.core.windows.net/machine-readable-files/12711/352637418_resilience-healthcare-weiss-memorial-hospital-llc_standardcharges.csv declares last_updated_on 2025-03-17, more than 365 days before our check on 2026-09-09T10:37:17.663Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.weisshospital.com/8453_Weiss%20Memorial%20Hospital_2025-04-01.txt (HTTP 200); file https://sthpiprd.blob.core.windows.net/machine-readable-files/12711/352637418_resilience-healthcare-weiss-memorial-hospital-llc_standardcharges.csv (HTTP 206); checked 2026-09-09T10:37:17.663Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
140084,VISTA MEDICAL CENTER EAST,IL,declared-update-date-over-365-days,Price transparency file: VISTA MEDICAL CENTER EAST (CCN 140084),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://vistahealth.com//wp-content/uploads/2025/06/203978521_VISTA-MEDICAL-CENTER_standardcharges.csv declares last_updated_on 2025-03-31, more than 365 days before our check on 2026-09-09T10:37:18.008Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://vistahealth.com/cms-hpt.txt (HTTP 200); file https://vistahealth.com//wp-content/uploads/2025/06/203978521_VISTA-MEDICAL-CENTER_standardcharges.csv (HTTP 206); checked 2026-09-09T10:37:18.008Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
140114,SWEDISH HOSPITAL,IL,automated-file-access-denied,Price transparency file: SWEDISH HOSPITAL (CCN 140114),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://www.endeavorhealth.org/362179813_1831151257_swedish-covenant-health_standardcharges.json is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer  (HTTP n/a); file https://www.endeavorhealth.org/362179813_1831151257_swedish-covenant-health_standardcharges.json (HTTP 403); checked 2026-09-09T10:37:17.328Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
141302,MIDWEST MEDICAL CENTER,IL,declared-update-date-over-365-days,Price transparency file: MIDWEST MEDICAL CENTER (CCN 141302),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.midwestmedicalcenter.org/content/pdfs/204560540_midwest-medical-center_standardcharges.csv declares last_updated_on 2025-01-02, more than 365 days before our check on 2026-09-09T10:37:31.993Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.midwestmedicalcenter.org/cms-hpt.txt (HTTP 206); file https://www.midwestmedicalcenter.org/content/pdfs/204560540_midwest-medical-center_standardcharges.csv (HTTP 206); checked 2026-09-09T10:37:31.993Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
141317,GIBSON COMMUNITY HOSPITAL,IL,template-version-older-than-3,Price transparency file: GIBSON COMMUNITY HOSPITAL (CCN 141317),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.gibsonhospital.org/file/2582/370647938_gibson-area-hospital_standardcharges.csv declares a current date (2026-01-27) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://gibsonhospital.org/cms-hpt.txt (HTTP 206); file https://www.gibsonhospital.org/file/2582/370647938_gibson-area-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:37:30.725Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
150011,MARION GENERAL HOSPITAL,IN,declared-file-format-unsupported,Price transparency file: MARION GENERAL HOSPITAL (CCN 150011),Hello,,
We maintain an independent review of hospital price-transparency files. The declared file at https://www.marionhealth.com/documents/35-0868130_Marion-General-Hospital_Standard-Charges.csv is an Excel workbook; CMS guidance asks for CSV or JSON. Could you publish it in a machine-readable format?,,,,,,,
Recorded evidence: pointer https://www.marionhealth.com/cms-hpt.txt (HTTP 206); file https://www.marionhealth.com/documents/35-0868130_Marion-General-Hospital_Standard-Charges.csv (HTTP 206); checked 2026-09-09T11:23:38.330Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
150065,SCHNECK MEDICAL CENTER,IN,declared-update-date-over-365-days,Price transparency file: SCHNECK MEDICAL CENTER (CCN 150065),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://d188lfxfyq6i9j.cloudfront.net/general-uploads/PDF-Assets/35-1163135_Jackson-County-Schneck-Memorial-Hospital_standardcharges.csv declares last_updated_on 2024-01-24, more than 365 days before our check on 2026-09-09T10:07:27.789Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.schneckmed.org/cms-hpt.txt (HTTP 206); file https://d188lfxfyq6i9j.cloudfront.net/general-uploads/PDF-Assets/35-1163135_Jackson-County-Schneck-Memorial-Hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:07:27.789Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
154008,NEURODIAGNOSTIC INSTITUTE,IN,template-version-older-than-3,Price transparency file: NEURODIAGNOSTIC INSTITUTE (CCN 154008),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.in.gov/fssa/dmha/files/356000158-Neurodiagnostic-Institute_standardcharges.csv declares a current date (2026-01-13) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.in.gov/fssa/dmha/state-psychiatric-hospitals/cms-hpt.txt (HTTP 200); file https://www.in.gov/fssa/dmha/files/356000158-Neurodiagnostic-Institute_standardcharges.csv (HTTP 200); checked 2026-09-09T10:07:28.312Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
154009,HAMILTON CENTER INC,IN,template-version-older-than-3,Price transparency file: HAMILTON CENTER INC (CCN 154009),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.hamiltoncenter.org/351140758_hamilton-center-inc-_standardcharges/ declares a current date (2026-02-09) but template version 2. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://hamiltoncenter.org/cms-hpt.txt (HTTP 206); file https://www.hamiltoncenter.org/351140758_hamilton-center-inc-_standardcharges/ (HTTP 206); checked 2026-09-09T10:07:29.682Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
154019,MADISON STATE HOSPITAL,IN,template-version-older-than-3,Price transparency file: MADISON STATE HOSPITAL (CCN 154019),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.in.gov/fssa/dmha/files/356000158-Madison-State-Hospital_standardcharges.csv declares a current date (2026-01-13) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.in.gov/fssa/dmha/state-psychiatric-hospitals/cms-hpt.txt (HTTP 200); file https://www.in.gov/fssa/dmha/files/356000158-Madison-State-Hospital_standardcharges.csv (HTTP 200); checked 2026-09-09T10:07:28.871Z.,,,,,,,
