ccn,hospital_name,url,pointerUrl,sourcePageUrl,location_name,pointerCheckedAt,pointerSha256,score,http_status,file_kind,header_name,header_location,header_address,header_state,identity,identity_basis,date,version,metadata,checked_at,error
030108,THE CORE INSTITUTE SPECIALTY HOSP,https://thecoreinstitutehospital.com/wp-content/uploads/2026/09/2026-THE-CORE-INSTITUTE-SPECIALTY-HOSPITAL-MRF-INPATIENT.csv,,https://thecoreinstitutehospital.com/patients-visitors/billing-options/#price-transparency,"2026 Machine Readable File, Inpatient",,,0,206,csv,The CORE Institute Specialty Hospital,The CORE Institute Specialty Hospital,"6501 N. 19th Ave, Phoenix, AZ, 85015",AZ,corroborated,file-name-and-address,2026-04-27,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:32.050Z,
030108,THE CORE INSTITUTE SPECIALTY HOSP,https://thecoreinstitutehospital.com/wp-content/uploads/2026/09/THE-CORE-INSTITUTE-SPECIALTY-HOSPITAL-STANDARDCHARGES.csv,,https://thecoreinstitutehospital.com/patients-visitors/billing-options/#price-transparency,"2026 Machine Readable File, Full",,,0,206,csv,,,,,mrf-header-has-no-license-state,,,,date-unverified,2026-09-09T01:47:32.091Z,
034025,THE HEALING PLACE,https://www.polarahealth.com/s/TheHealingPlace_MainCampus_StandardCharges.csv,https://static1.squarespace.com/static/641cdb99a1fef46a48846e0c/t/69177051ff07795f6421eb3a/1763143790342/cms-hpt.txt,https://www.polarahealth.com/resourcecenter,The Healing Place,2026-09-09T01:42:43.712Z,8a24d3f97331ac40f798307ba3f109cd4f5e95aadd628d1b36b94d92e671eb43,1,206,csv,The Healing Place,The Healing Place,"181 Whipple Street, Prescott Valley, AZ 86301",AZ,corroborated,file-name-and-address,2025-11-04,2.0.0,date-within-365-days-older-version,2026-09-09T01:47:32.126Z,
050455,ADVENTIST HEALTH BAKERSFIELD,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbDRMCDELANOCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/cms-hpt.txt,https://www.adventisthealth.org/patients-and-visitors/price-transparency/,ADVENTIST HEALTH DELANO,2026-09-09T01:42:44.034Z,c6d8fb5a104c88f16439950764213f118d0c883d4e71f285d7021627392917e5,0.5652173913043479,200,csv,ADVENTIST HEALTH DELANO,ADVENTIST HEALTH DELANO,1401 Garces Hwy Delano CA 93215,CA,mrf-header-identity-and-location-agree,,2026-07-29,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:32.757Z,
050455,ADVENTIST HEALTH BAKERSFIELD,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHTTULARECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/cms-hpt.txt,https://www.adventisthealth.org/patients-and-visitors/price-transparency/,ADVENTIST HEALTH TULARE,2026-09-09T01:42:44.034Z,c6d8fb5a104c88f16439950764213f118d0c883d4e71f285d7021627392917e5,0.5652173913043479,200,csv,ADVENTIST HEALTH TULARE,ADVENTIST HEALTH TULARE,869 N Cherry St Tulare CA 93274,CA,mrf-header-identity-and-location-agree,,2026-05-22,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:32.246Z,
050455,ADVENTIST HEALTH BAKERSFIELD,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHCLCLEARLAKECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/cms-hpt.txt,https://www.adventisthealth.org/patients-and-visitors/price-transparency/,ADVENTIST HEALTH CLEARLAKE HOSPITAL,2026-09-09T01:42:44.034Z,c6d8fb5a104c88f16439950764213f118d0c883d4e71f285d7021627392917e5,0.5000000000000001,200,csv,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC,15630 18th Ave Clearlake CA 95422,CA,mrf-header-name-without-location,,2026-07-29,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:32.475Z,
050236,ADVENTIST HEALTH SIMI VALLEY,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHSVSIMIVALLEYCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/cms-hpt.txt,https://www.adventisthealth.org/patients-and-visitors/price-transparency/,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,2026-09-09T01:42:44.034Z,c6d8fb5a104c88f16439950764213f118d0c883d4e71f285d7021627392917e5,0.4107142857142857,200,csv,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,2975 Sycamore Dr Simi Valley CA 93065,CA,mrf-header-does-not-match-unresolved-roster,,2026-05-21,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:41.850Z,
050236,ADVENTIST HEALTH SIMI VALLEY,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbAHCLCLEARLAKECA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/cms-hpt.txt,https://www.adventisthealth.org/patients-and-visitors/price-transparency/,ADVENTIST HEALTH CLEARLAKE HOSPITAL,2026-09-09T01:42:44.034Z,c6d8fb5a104c88f16439950764213f118d0c883d4e71f285d7021627392917e5,0.393939393939394,200,csv,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC,15630 18th Ave Clearlake CA 95422,CA,mrf-header-name-without-location,,2026-07-29,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:32.475Z,
050236,ADVENTIST HEALTH SIMI VALLEY,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbDRMCDELANOCA&type=CDMWithoutLabel&fileType=CSV,https://www.adventisthealth.org/cms-hpt.txt,https://www.adventisthealth.org/patients-and-visitors/price-transparency/,ADVENTIST HEALTH DELANO,2026-09-09T01:42:44.034Z,c6d8fb5a104c88f16439950764213f118d0c883d4e71f285d7021627392917e5,0.393939393939394,200,csv,ADVENTIST HEALTH DELANO,ADVENTIST HEALTH DELANO,1401 Garces Hwy Delano CA 93215,CA,mrf-header-identity-and-location-agree,,2026-07-29,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:32.757Z,
054158,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",https://www.ocspecialtyhealth.com/wp-content/uploads/2025/03/811504286_aliso-ridge-behavioral-health-llc_standardcharges.csv,https://www.ocspecialtyhealth.com/cms-hpt.txt,https://www.ocspecialtyhealth.com/standard-services/,Aliso Ridge Behavioral Health,2026-09-09T01:42:43.631Z,026c3bbe410121d6b0ffa77fe6c4eff9092c46e70f7748c7c60ec4790f904683,1,206,csv,"Aliso Ridge Behavioral Health, LLC",Aliso Ridge Behavioral Health,"200 FREEDOM LANE, ALISO VIEJO, CA 926565876",CA,corroborated,file-name-and-address,2025-03-21,2.0.0,date-over-365-days,2026-09-09T01:47:43.539Z,
050043,ALTA BATES SUMMIT MEDICAL CENTER,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center,Alta Bates Summit Medical Center,"350 Hawthorne Avenue, Oakland, CA 94609",CA,corroborated,file-name-and-address,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.758Z,
050043,ALTA BATES SUMMIT MEDICAL CENTER,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1194171371_alta-bates-summit-medical-center-hawthorne-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,"350 Hawthorne Avenue, Oakland, CA 94609",CA,corroborated,file-name-and-address,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.796Z,
050043,ALTA BATES SUMMIT MEDICAL CENTER,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1639523004_alta-bates-summit-medical-center-alta-bates-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Alta Bates Camp,Alta Bates Summit Medical Center - Alta Bates Camp,"2450 Ashby Avenue, Berkeley, CA 94705",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.536Z,
050043,ALTA BATES SUMMIT MEDICAL CENTER,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1447604814_alta-bates-summit-medical-center-herrick-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Herrick Campus,Alta Bates Summit Medical Center - Herrick Campus,"2001 Dwight Way, Berkeley, CA 94704-2608",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.712Z,
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center,Alta Bates Summit Medical Center,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.758Z,
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1194171371_alta-bates-summit-medical-center-hawthorne-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.796Z,
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1639523004_alta-bates-summit-medical-center-alta-bates-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Alta Bates Camp,Alta Bates Summit Medical Center - Alta Bates Camp,"2450 Ashby Avenue, Berkeley, CA 94705",CA,corroborated,file-name-and-address,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.536Z,
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1447604814_alta-bates-summit-medical-center-herrick-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Herrick Campus,Alta Bates Summit Medical Center - Herrick Campus,"2001 Dwight Way, Berkeley, CA 94704-2608",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.712Z,
050854,"ANAHEIM COMMUNITY HOSPITAL, LLC",https://www.anaheimcommunityhospital.com/wp-content/uploads/2025/03/854314119_anaheim-community-hospital-llc_standardcharges.csv,https://anaheimcommunityhospital.com/cms-hpt.txt,https://www.anaheimcommunityhospital.com/standard-services/,Anaheim Community Hospital,2026-09-09T01:42:43.845Z,9de30b38a8ab114294fce5ee23063a0884c85ce85b574501397803fee9b28f9b,1,206,csv,"Anaheim Community Hospital, LLC",Anaheim Community Hospital,"3350 W. Ball Road, Anaheim, CA, 92804",CA,corroborated,file-name-and-address,2025-03-03,2.0.0,date-over-365-days,2026-09-09T01:47:44.736Z,
054078,AURORA LAS ENCINAS,https://www.lasencinashospital.com/sites/default/files/320039155_Aurora%20Las%20Encinas%20LLC_standardcharges.csv,https://www.vistadelmarhospital.com/cms-hpt.txt,https://www.lasencinashospital.com/price-transparency/,"Aurora Las Encinas, LLC",2026-09-09T01:42:44.009Z,2f5c55cbcecddd9cfa0623bb6c7f97c7ffce7e14584aa3c2f0b0e2d7c4c6caf3,1,404,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:47:44.762Z,
051335,BEAR VALLEY COMMUNITY HOSPITAL,https://bvchd.com/wp-content/uploads/2024/09/330294751_BEAR-VALLEY-COMMUNITY-HOSPITAL_standardcharges.csv,https://bvchd.com/cms-hpt.txt,https://bvchd.com/for-patients/price-transparency/,BEAR VALLEY COMMUNITY HOSPITAL,2026-09-09T01:42:43.897Z,113ff7dd3b2b091a0f4261e00397342c55f59e94b38672524b5b10dcd190194e,1,206,csv,Bear Valley Healthcare District,Bear Valley Community Hospital,"41870 Garstin Drive, PO Box 1649, Big Bear Lake, CA, 92315-1649",CA,corroborated,file-name-and-address,2024-08-29,2.0.0,date-over-365-days,2026-09-09T01:47:44.821Z,
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center,Alta Bates Summit Medical Center,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.758Z,
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1194171371_alta-bates-summit-medical-center-hawthorne-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.796Z,
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1639523004_alta-bates-summit-medical-center-alta-bates-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Alta Bates Camp,Alta Bates Summit Medical Center - Alta Bates Camp,"2450 Ashby Avenue, Berkeley, CA 94705",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.536Z,
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1447604814_alta-bates-summit-medical-center-herrick-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Herrick Campus,Alta Bates Summit Medical Center - Herrick Campus,"2001 Dwight Way, Berkeley, CA 94704-2608",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.712Z,
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center,Alta Bates Summit Medical Center,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.758Z,
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1194171371_alta-bates-summit-medical-center-hawthorne-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.796Z,
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1639523004_alta-bates-summit-medical-center-alta-bates-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Alta Bates Camp,Alta Bates Summit Medical Center - Alta Bates Camp,"2450 Ashby Avenue, Berkeley, CA 94705",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.536Z,
050047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1447604814_alta-bates-summit-medical-center-herrick-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center - Herrick Campus,Alta Bates Summit Medical Center - Herrick Campus,"2001 Dwight Way, Berkeley, CA 94704-2608",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:44.712Z,
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1295181477_alta-bates-summit-medical-center-summit-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center,Alta Bates Summit Medical Center,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.758Z,
050008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,https://edge.sitecorecloud.io/sutterhealt962c-sutterhealt8fce-production57cc-4860/media/Project/SutterHealth/SutterHealth/Files/billing-insurance/costs-and-charges/940562680-1194171371_alta-bates-summit-medical-center-hawthorne-campus_standardcharges.csv,,https://www.sutterhealth.org/billing-insurance/costs-and-charges/cost-transparency,Chargemaster (CSV),,,0,206,csv,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,Alta Bates Summit Medical Center-Summit Campus-Hawthorne,"350 Hawthorne Avenue, Oakland, CA 94609",CA,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:47:43.796Z,
