ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,recorded_pointer_url,recorded_mrf_url,queue,next_action,evidence_file,evidence_key
031318,BANNER PAYSON MEDICAL CENTER,AZ,pointer-blocked-to-automation,pointer-or-domain-review,HTTP Parse Error: Header overflow,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.244Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,031318
030089,BANNER THUNDERBIRD MEDICAL CENTER,AZ,pointer-blocked-to-automation,pointer-or-domain-review,HTTP Parse Error: Header overflow,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.244Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,030089
030111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,AZ,pointer-blocked-to-automation,pointer-or-domain-review,HTTP Parse Error: Header overflow,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.244Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,030111
030138,CITY OF HOPE CANCER CENTER PHOENIX,AZ,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.222Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,030138
034013,COLLEGE MEDICAL CENTER PHOENIX,AZ,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://cmcphoenix.com/cms-hpt.txt,https://cmcphoenix.com/331313844_college-medical-center-phoenix_standardcharges-3/,2026-03-11,1,https://cmcphoenix.com/price-transparency/,2026-09-09T01:47:31.818Z,,,Publisher metadata review,Review the draft against the saved header and current CMS data dictionary; request the current file or clarification.,file-evidence.csv,034013
034034,DESTINY SPRINGS HEALTHCARE,AZ,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://5798232a-0473-45d2-b484-accd085e50e0.usrfiles.com/ugd/579823_c1d62be5375442a28d99445b448b1c3e.txt,,,,,2026-09-09T01:42:43.262Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,034034
030153,EAST VALLEY ER & HOSPITAL,AZ,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://eastvalleyhospital.com/cms-hpt.txt,https://eastvalleyhospital.com/wp-content/uploads/2025/10/862195601-1881352037_east-valley-hospital-llc_standardcharges-3in.csv,2025-10-10,2.1.0,https://eastvalleyhospital.com/price-transparency/,2026-09-09T01:47:31.832Z,,,Publisher metadata review,Review the draft against the saved header and current CMS data dictionary; request the current file or clarification.,file-evidence.csv,030153
031313,HOLY CROSS HOSPITAL,AZ,not-assessed-not-named-in-file,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:43.380Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,031313
031304,PAGE HOSPITAL,AZ,pointer-blocked-to-automation,pointer-or-domain-review,HTTP Parse Error: Header overflow,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.244Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,031304
031309,SAGE MEMORIAL HOSPITAL,AZ,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:44.100Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,031309
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://summithealthcare.net/cms-hpt.txt,https://hospitalpricedisclosure.com/download.aspx?pi=L*__*5isnkJWsT9OFJEKfZzfA*-*,2025-01-01,2.2.0,https://hospitalpricedisclosure.com/default.aspx?pi=L*__*5isnkJWsT9OFJEKfZzfA*-*,2026-09-09T01:47:32.030Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,030062
030108,THE CORE INSTITUTE SPECIALTY HOSP,AZ,no-cms-hpt-txt-published,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:44.234Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,030108
034023,THE GUIDANCE CENTER,AZ,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.662Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,034023
034025,THE HEALING PLACE,AZ,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://static1.squarespace.com/static/641cdb99a1fef46a48846e0c/t/69177051ff07795f6421eb3a/1763143790342/cms-hpt.txt,https://www.polarahealth.com/s/TheHealingPlace_MainCampus_StandardCharges.csv,2025-11-04,2.0.0,https://www.polarahealth.com/resourcecenter,2026-09-09T01:47:32.126Z,,,Publisher metadata review,Review the draft against the saved header and current CMS data dictionary; request the current file or clarification.,file-evidence.csv,034025
050455,ADVENTIST HEALTH BAKERSFIELD,CA,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.adventisthealth.org/cms-hpt.txt,,,,,2026-09-09T01:42:44.034Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,050455
050236,ADVENTIST HEALTH SIMI VALLEY,CA,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.adventisthealth.org/cms-hpt.txt,,,,,2026-09-09T01:42:44.034Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,050236
050211,ALAMEDA HOSPITAL,CA,not-assessed-site-unreachable,pointer-or-domain-review,HTTP request deadline exceeded,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:53.269Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,050211
054158,"ALISO RIDGE BEHAVIORAL HEALTH, LLC",CA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.ocspecialtyhealth.com/cms-hpt.txt,https://www.ocspecialtyhealth.com/wp-content/uploads/2025/03/811504286_aliso-ridge-behavioral-health-llc_standardcharges.csv,2025-03-21,2.0.0,https://www.ocspecialtyhealth.com/standard-services/,2026-09-09T01:47:43.539Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,054158
050043,ALTA BATES SUMMIT MEDICAL CENTER,CA,not-assessed-site-unreachable,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:43.799Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,050043
050305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,not-assessed-site-unreachable,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:43.799Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,050305
050854,"ANAHEIM COMMUNITY HOSPITAL, LLC",CA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://anaheimcommunityhospital.com/cms-hpt.txt,https://www.anaheimcommunityhospital.com/wp-content/uploads/2025/03/854314119_anaheim-community-hospital-llc_standardcharges.csv,2025-03-03,2.0.0,https://www.anaheimcommunityhospital.com/standard-services/,2026-09-09T01:47:44.736Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,050854
054078,AURORA LAS ENCINAS,CA,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://www.vistadelmarhospital.com/cms-hpt.txt,,,,,2026-09-09T01:42:44.009Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,054078
051320,BANNER LASSEN MEDICAL CENTER,CA,pointer-blocked-to-automation,pointer-or-domain-review,HTTP Parse Error: Header overflow,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:42:43.244Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,051320
051335,BEAR VALLEY COMMUNITY HOSPITAL,CA,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://bvchd.com/cms-hpt.txt,https://bvchd.com/wp-content/uploads/2024/09/330294751_BEAR-VALLEY-COMMUNITY-HOSPITAL_standardcharges.csv,2024-08-29,2.0.0,https://bvchd.com/for-patients/price-transparency/,2026-09-09T01:47:44.821Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,051335
050055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,CA,not-assessed-site-unreachable,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:42:43.799Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,050055
