ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
390056,PENN HIGHLANDS HUNTINGDON,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
390086,PENN HIGHLANDS DUBOIS,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
390147,PENN HIGHLANDS MON VALLEY,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native|glm-5.3-flash|web-search-verification,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
390184,PENN HIGHLANDS CONNELLSVILLE,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
391304,BUCKTAIL MEDICAL CENTER,PA,compliant-date-unverified,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://bucktailmedicalcenter.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.328Z,file-access-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Resolve official pointer linkage or conflicting metadata
391307,PENN HIGHLANDS TYRONE,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
391312,PENN HIGHLANDS BROOKVILLE,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
391315,PENN HIGHLANDS ELK,PA,mrf-blocked-to-automation,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.phhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.143Z,file-access-review,native|glm-5.3-flash,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Continue bounded browser or official-domain discovery
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,PR,mrf-url-unreachable,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://professionalhospital.net/cms-hpt.txt,,,,,2026-09-09T02:10:32.179Z,file-access-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
420072,HAMPTON REGIONAL MEDICAL CENTER,SC,mrf-url-unreachable,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.hamptonregional.org/cms-hpt.txt,,,,,2026-09-09T02:10:32.855Z,file-access-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 404,,Continue bounded browser or official-domain discovery
440029,WILLIAMSON MEDICAL CENTER,TN,mrf-url-unreachable,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://williamsonhealth.org/cms-hpt.txt,http://williamsonhealth.org/content/uploads/2026/08/621501534_williamson-medical-center_standardcharges.csv,2026-08-01,3.0.0,,2026-09-09T02:24:25.635Z,file-access-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404,,Resolve official pointer linkage or conflicting metadata
440102,LINCOLN MEDICAL CENTER,TN,not-assessed-not-named-in-file,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://lincolnhealthsystem.com/cms-hpt.txt,https://lincolnhealthsystem.com/wp-content/uploads/882472117_hh-health-system-lincoln-inc_standardcharges.csv,2026-07-31,3.0.0,,2026-09-09T02:24:25.795Z,file-access-review,native|curl|glm-5.3-flash,official-pointer-or-metadata-unresolved,"curl: (28) Resolving timed out after 8009 milliseconds
 | metadata-incomplete-or-request-failed | ENOTFOUND",,Resolve official pointer linkage or conflicting metadata
450133,MIDLAND MEMORIAL HOSPITAL,TX,mrf-url-unreachable,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://www.midlandhealth.org/cms-hpt.txt,,,,,2026-09-09T02:10:33.395Z,file-access-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,TX,mrf-url-unreachable,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://www.christushealth.org/cms-hpt.txt,,,,,2026-09-09T02:10:34.334Z,file-access-review,native|curl,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | request timeout | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
450508,NACOGDOCHES MEMORIAL HOSPITAL,TX,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://nacmem.org/cms-hpt.txt,"https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fsecure.claraprice.net%2fprice-transparency%2fMUXR-1741132099318%2fmachine-readable%2f756000602_nacogdoches-memorial-hospital_standardcharges.json&c=E,1,QCFikZbxV7FRDVARBPGPRRUyWFLqp2p5kscCbtmUQBbhpiRqcGUW5nqCKBIhkgo69LvxBvxN9S5Tg-7xeKmyhEfopv1Ee864dNyMQ_DHwH0MNLdG7BKd&typo=1",2025-05-07,3.0.0,,2026-09-09T02:38:06.088Z,file-access-review,native|curl,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
450641,NOCONA GENERAL HOSPITAL,TX,old-template-version,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-unverified,https://noconageneral.com/cms-hpt.txt,https://noconageneral.com/wp-content/uploads/2026/03/751368648_nocona-general-hospital_standardcharges-02.26.2026.csv,2026-02-25,ERSION 4.0,,2026-09-09T02:24:54.085Z,file-access-review,native|curl|glm-5.3-flash,,date-within-365-days-version-unverified,,Compare facility identity and inspect unparsed metadata
451310,BALLINGER MEMORIAL HOSPITAL,TX,compliant-date-unverified,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://cdn.prod.website-files.com/5adf6cdd38b7220028f13ac3/67a0e64b708de2c840578fb1_cms-hpt.txt,,,,,2026-09-09T02:10:58.802Z,file-access-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Connection timed out after 8017 milliseconds
 | metadata-incomplete-or-request-failed | request timeout | mrf-header-has-no-license-state | curl: (28) Connection timed out after 8016 milliseconds
 | request deadline exceeded",,Compare facility identity and inspect unparsed metadata
451312,RICE MEDICAL CENTER,TX,old-template-version,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://irp.cdn-website.com/1a9a1f05/files/uploaded/cms-hpt-updated.txt,,,,,2026-09-09T02:10:46.054Z,file-access-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
461333,INTERMOUNTAIN HEALTH GARFIELD MEMORIAL HOSPITAL,UT,compliant-date-unverified,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T02:09:23.817Z,file-access-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | metadata-incomplete-or-request-failed | request deadline exceeded | curl: (28) Operation timed out after 15015 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15011 milliseconds with 0 bytes received
 | request timeout | header-matches-other-roster-hospital | mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster",,Compare facility identity and inspect unparsed metadata
470012,SOUTHWESTERN VERMONT MEDICAL CENTER,VT,compliant-date-unverified,file-access-review,response received,entries retrieved,unresolved,unresolved,unverified,https://svhealthcare.org/cms-hpt.txt,,,,,2026-09-09T02:10:46.084Z,file-access-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8000 milliseconds
 | metadata-incomplete-or-request-failed | ENOTFOUND",,Continue bounded browser or official-domain discovery
471305,COPLEY HOSPITAL,VT,mrf-url-unreachable,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://www.copleyvt.org/cms-hpt.txt,https://www.copleyvt.org/03-0179423_Copley-Hospital_standardcharges.csv,2026-06-05,3.0.0,,2026-09-09T02:24:57.179Z,file-access-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404,,Resolve official pointer linkage or conflicting metadata
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,not-assessed-site-unreachable,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://www.vcuhealth.org/cms-hpt.txt,,,,,2026-09-09T02:10:57.355Z,file-access-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
500007,ISLAND HOSPITAL,WA,mrf-url-unreachable,file-access-review,response received,entries retrieved,unresolved,response received,unverified,https://islandhospital.org/cms-hpt.txt,,,,,2026-09-09T02:10:56.815Z,file-access-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
500031,GRAYS HARBOR COMMUNITY HOSPITAL,WA,mrf-url-unreachable,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://static1.squarespace.com/static/5e90f5d75542933b842d0964/t/681d2dd1e71fc254c48f7fa0/1746742737725/cms-hpt.txt,https://hospitalpricetransparencyfiles.com/grays-harbor-community-hospital/910568304_Grays-Harbor-Community-Hospital_standardcharges.csv,2025-11-21,3.0.0,,2026-09-09T02:24:58.899Z,file-access-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404,,Resolve official pointer linkage or conflicting metadata
510002,"CAMC GREENBRIER VALLEY MEDICAL CENTER, INC",WV,mrf-url-unreachable,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://www.camc.org/cms-hpt.txt,https://app.box.com/shared/static/jcuhk9tqybb7r0ls9p81r10w0xaqhfr3.csv,2026-07-15,3.0.0,,2026-09-09T02:25:18.695Z,file-access-review,native|curl,official-pointer-or-metadata-unresolved,"metadata-incomplete-or-request-failed | HTTP 404 | header-matches-other-roster-hospital | mrf-header-has-no-license-state | mrf-header-name-without-location | curl: (28) Resolving timed out after 8001 milliseconds
 | request deadline exceeded",,Resolve official pointer linkage or conflicting metadata
510030,DAVIS MEDICAL CENTER,WV,mrf-url-unreachable,file-access-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://davishealthsystem.org/cms-hpt.txt,https://sthpiprd.blob.core.windows.net/machine-readable-files/8555/550375433_davis-medical-center_standardcharges.csv,2026-07-30,3.0.0,,2026-09-09T02:25:00.330Z,file-access-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | HTTP 404 | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Resolve official pointer linkage or conflicting metadata
520002,"ASPIRUS STEVENS POINT HOSPITAL & CLINICS, INC.",WI,mrf-stale-over-365-days,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/390808443_aspirus-stevens-point-hospital_standardcharges.json,2025-07-01,2.2.0,,2026-09-09T02:25:05.583Z,file-access-review,native,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
520019,ASPIRUS RHINELANDER HOSPITAL,WI,mrf-stale-over-365-days,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/391390638_aspirus-rhinelander-hospital_standardcharges.json,2025-07-01,2.2.0,,2026-09-09T02:25:17.621Z,file-access-review,native|curl,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
